id,country,indicatorType,indicator,unit,year,value
432,algeria,oil indicators,Oil rents (% of GDP),kbl,2016,
433,algeria,oil indicators,Oil production,%,2015,1544
434,algeria,oil indicators,Oil reserves,kbl/day,2015,12
435,algeria,oil indicators,Oil reserve to production ratio,Gbl,2015,21.29320747
436,algeria,oil indicators,Fiscal breakeven oil price,years,2015,106.8257483
437,algeria,oil indicators,External breakeven oil price,$/bl,2015,84.54663069
438,algeria,oil indicators,Oil Imports,$/bl,2015,
439,algeria,oil indicators,Oil exports,kbl,2015,
440,algeria,oil indicators,Oil rents (% of GDP),kbl,2015,9.1
441,algeria,oil indicators,Oil production,%,2014,1541
442,algeria,oil indicators,Oil reserves,kbl/day,2014,12
443,algeria,oil indicators,Oil reserve to production ratio,Gbl,2014,21.33466082
444,algeria,oil indicators,Fiscal breakeven oil price,years,2014,135.327322
445,algeria,oil indicators,External breakeven oil price,$/bl,2014,94.78563294
446,algeria,oil indicators,Oil Imports,$/bl,2014,69
447,algeria,oil indicators,Oil exports,kbl,2014,1212
448,algeria,oil indicators,Oil rents (% of GDP),kbl,2014,15.7
449,algeria,oil indicators,Oil production,%,2013,1450
450,algeria,oil indicators,Oil reserves,kbl/day,2013,12
451,algeria,oil indicators,Oil reserve to production ratio,Gbl,2013,22.67359471
452,algeria,oil indicators,Fiscal breakeven oil price,years,2013,108.135658
453,algeria,oil indicators,External breakeven oil price,$/bl,2013,87.51648798
454,algeria,oil indicators,Oil Imports,$/bl,2013,112
455,algeria,oil indicators,Oil exports,kbl,2013,1182
456,algeria,oil indicators,Oil rents (% of GDP),kbl,2013,17.4
457,algeria,oil indicators,Oil production,%,2012,1498
458,algeria,oil indicators,Oil reserves,kbl/day,2012,12
459,algeria,oil indicators,Oil reserve to production ratio,Gbl,2012,21.94707098
460,algeria,oil indicators,Fiscal breakeven oil price,years,2012,122.8473482
461,algeria,oil indicators,External breakeven oil price,$/bl,2012,77.02625206
462,algeria,oil indicators,Oil Imports,$/bl,2012,100
463,algeria,oil indicators,Oil exports,kbl,2012,1249
464,algeria,oil indicators,Oil rents (% of GDP),kbl,2012,18.8
465,algeria,oil indicators,Oil production,%,2011,1608
466,algeria,oil indicators,Oil reserves,kbl/day,2011,12
467,algeria,oil indicators,Oil reserve to production ratio,Gbl,2011,20.44571662
468,algeria,oil indicators,Fiscal breakeven oil price,years,2011,108.3598818
469,algeria,oil indicators,External breakeven oil price,$/bl,2011,68.06031264
470,algeria,oil indicators,Oil Imports,$/bl,2011,47
471,algeria,oil indicators,Oil exports,kbl,2011,1324
472,algeria,oil indicators,Oil rents (% of GDP),kbl,2011,20.4
473,algeria,oil indicators,Oil production,%,2010,1657
474,algeria,oil indicators,Oil reserves,kbl/day,2010,12
475,algeria,oil indicators,Oil reserve to production ratio,Gbl,2010,19.84110581
476,algeria,oil indicators,Fiscal breakeven oil price,years,2010,83.76403336
477,algeria,oil indicators,External breakeven oil price,$/bl,2010,58.87747905
478,algeria,oil indicators,Oil Imports,$/bl,2010,25
479,algeria,oil indicators,Oil exports,kbl,2010,1351
480,algeria,oil indicators,Oil rents (% of GDP),kbl,2010,17.7
481,algeria,gas indicators,Gas production,%,2017,
482,algeria,gas indicators,Gas reserves,bcm,2017,4503.907737
483,algeria,gas indicators,Gas reserve to production ratio,bcm,2017,
484,algeria,gas indicators,Gas Imports,years,2017,
485,algeria,gas indicators,Gas Imports as LNG,bcm,2017,
486,algeria,gas indicators,Gas exports,bcm,2017,
487,algeria,gas indicators,Gas exports as LNG,bcm,2017,
488,algeria,gas indicators,Gas production,bcm,2016,
489,algeria,gas indicators,Gas reserves,bcm,2016,4503.907737
490,algeria,gas indicators,Gas reserve to production ratio,bcm,2016,
491,algeria,gas indicators,Gas Imports,years,2016,
492,algeria,gas indicators,Gas Imports as LNG,bcm,2016,
493,algeria,gas indicators,Gas exports,bcm,2016,
494,algeria,gas indicators,Gas exports as LNG,bcm,2016,
495,algeria,gas indicators,Gas production,bcm,2015,82.308
496,algeria,gas indicators,Gas reserves,bcm,2015,4503.907737
497,algeria,gas indicators,Gas reserve to production ratio,bcm,2015,54.72016981
498,algeria,gas indicators,Gas Imports,years,2015,0
499,algeria,gas indicators,Gas Imports as LNG,bcm,2015,0
500,algeria,gas indicators,Gas exports,bcm,2015,45951
501,algeria,gas indicators,Gas exports as LNG,bcm,2015,16608
502,algeria,gas indicators,Gas production,bcm,2014,82.556
503,algeria,gas indicators,Gas reserves,bcm,2014,4505.210312
504,algeria,gas indicators,Gas reserve to production ratio,bcm,2014,54.57156732
505,algeria,gas indicators,Gas Imports,years,2014,0
506,algeria,gas indicators,Gas Imports as LNG,bcm,2014,0
507,algeria,gas indicators,Gas exports,bcm,2014,47026
508,algeria,gas indicators,Gas exports as LNG,bcm,2014,17938
509,algeria,gas indicators,Gas production,bcm,2013,81.019
510,algeria,gas indicators,Gas reserves,bcm,2013,4503.794469
511,algeria,gas indicators,Gas reserve to production ratio,bcm,2013,55.58936138
512,algeria,gas indicators,Gas Imports,years,2013,0
513,algeria,gas indicators,Gas Imports as LNG,bcm,2013,0
514,algeria,gas indicators,Gas exports,bcm,2013,50367
515,algeria,gas indicators,Gas exports as LNG,bcm,2013,16070
516,algeria,gas indicators,Gas production,bcm,2012,85.28
517,algeria,gas indicators,Gas reserves,bcm,2012,4502.378627
518,algeria,gas indicators,Gas reserve to production ratio,bcm,2012,52.79524657
519,algeria,gas indicators,Gas Imports,years,2012,0
520,algeria,gas indicators,Gas Imports as LNG,bcm,2012,0
521,algeria,gas indicators,Gas exports,bcm,2012,53129
522,algeria,gas indicators,Gas exports as LNG,bcm,2012,15152
523,algeria,gas indicators,Gas production,bcm,2011,81.83
524,algeria,gas indicators,Gas reserves,bcm,2011,4502.378627
525,algeria,gas indicators,Gas reserve to production ratio,bcm,2011,55.02112461
526,algeria,gas indicators,Gas Imports,years,2011,0
527,algeria,gas indicators,Gas Imports as LNG,bcm,2011,0
528,algeria,gas indicators,Gas exports,bcm,2011,52374
529,algeria,gas indicators,Gas exports as LNG,bcm,2011,16154
530,algeria,gas indicators,Gas production,bcm,2010,84.62
531,algeria,gas indicators,Gas reserves,bcm,2010,4502.378627
532,algeria,gas indicators,Gas reserve to production ratio,bcm,2010,53.20702703
533,algeria,gas indicators,Gas Imports,years,2010,0
534,algeria,gas indicators,Gas Imports as LNG,bcm,2010,0
535,algeria,gas indicators,Gas exports,bcm,2010,57400
536,algeria,gas indicators,Gas exports as LNG,bcm,2010,18881
537,algeria,electricity indicators,Access to Electricity,bcm,2017,
538,algeria,electricity indicators,Total installed generation capacity,%,2017,
539,algeria,electricity indicators,Total generated electricity,MW,2017,
540,algeria,electricity indicators,Electricty imports,GWh,2017,
541,algeria,electricity indicators,Electricity exports,GWh,2017,
542,algeria,electricity indicators,Losses,GWh,2017,
543,algeria,electricity indicators,Final electricity consumption,GWh,2017,
544,algeria,electricity indicators,Electricity consumption per capita,GWh,2017,
545,algeria,electricity indicators,Cost of electricity,kWh,2017,
546,algeria,electricity indicators,Electricity price,$/kWh,2017,
547,algeria,electricity indicators,Electricity Generation - Crude Oil and Oil Products,$/kWh,2017,
548,algeria,electricity indicators,Electricity Generation - Natural Gas,%,2017,
549,algeria,electricity indicators,Electricity Generation - Coal,%,2017,
550,algeria,electricity indicators,Electricity Generation - Nuclear,%,2017,
551,algeria,electricity indicators,Electricity Generation - Renewables,%,2017,
552,algeria,electricity indicators,Electricity Generation - Solar,%,2017,
553,algeria,electricity indicators,Electricity Generation - Wind,%,2017,
554,algeria,electricity indicators,Electricity Generation - Hydropower,%,2017,
555,algeria,electricity indicators,Electricity Generation - Other,%,2017,
556,algeria,electricity indicators,Access to Electricity,%,2016,
557,algeria,electricity indicators,Total installed generation capacity,%,2016,
558,algeria,electricity indicators,Total generated electricity,MW,2016,
559,algeria,electricity indicators,Electricty imports,GWh,2016,
560,algeria,electricity indicators,Electricity exports,GWh,2016,
561,algeria,electricity indicators,Losses,GWh,2016,
562,algeria,electricity indicators,Final electricity consumption,GWh,2016,
563,algeria,electricity indicators,Electricity consumption per capita,GWh,2016,
564,algeria,electricity indicators,Cost of electricity,kWh,2016,0.1184
565,algeria,electricity indicators,Electricity price,$/kWh,2016,0.03964
566,algeria,electricity indicators,Electricity Generation - Crude Oil and Oil Products,$/kWh,2016,
567,algeria,electricity indicators,Electricity Generation - Natural Gas,%,2016,
568,algeria,electricity indicators,Electricity Generation - Coal,%,2016,
569,algeria,electricity indicators,Electricity Generation - Nuclear,%,2016,
570,algeria,electricity indicators,Electricity Generation - Renewables,%,2016,
571,algeria,electricity indicators,Electricity Generation - Solar,%,2016,
572,algeria,electricity indicators,Electricity Generation - Wind,%,2016,
573,algeria,electricity indicators,Electricity Generation - Hydropower,%,2016,
574,algeria,electricity indicators,Electricity Generation - Other,%,2016,
575,algeria,electricity indicators,Access to Electricity,%,2015,
576,algeria,electricity indicators,Total installed generation capacity,%,2015,
577,algeria,electricity indicators,Total generated electricity,MW,2015,
578,algeria,electricity indicators,Electricty imports,GWh,2015,
579,algeria,electricity indicators,Electricity exports,GWh,2015,
580,algeria,electricity indicators,Losses,GWh,2015,
581,algeria,electricity indicators,Final electricity consumption,GWh,2015,
582,algeria,electricity indicators,Electricity consumption per capita,GWh,2015,
583,algeria,electricity indicators,Cost of electricity,kWh,2015,0.1563
584,algeria,electricity indicators,Electricity price,$/kWh,2015,0.03229
585,algeria,electricity indicators,Electricity Generation - Crude Oil and Oil Products,$/kWh,2015,
586,algeria,electricity indicators,Electricity Generation - Natural Gas,%,2015,
587,algeria,electricity indicators,Electricity Generation - Coal,%,2015,
588,algeria,electricity indicators,Electricity Generation - Nuclear,%,2015,
589,algeria,electricity indicators,Electricity Generation - Renewables,%,2015,
590,algeria,electricity indicators,Electricity Generation - Solar,%,2015,
591,algeria,electricity indicators,Electricity Generation - Wind,%,2015,
592,algeria,electricity indicators,Electricity Generation - Hydropower,%,2015,
593,algeria,electricity indicators,Electricity Generation - Other,%,2015,
594,algeria,electricity indicators,Access to Electricity,%,2014,100
595,algeria,electricity indicators,Total installed generation capacity,%,2014,16109
596,algeria,electricity indicators,Total generated electricity,MW,2014,64242
597,algeria,electricity indicators,Electricty imports,GWh,2014,686
598,algeria,electricity indicators,Electricity exports,GWh,2014,877
599,algeria,electricity indicators,Losses,GWh,2014,11003
600,algeria,electricity indicators,Final electricity consumption,GWh,2014,45751
601,algeria,electricity indicators,Electricity consumption per capita,GWh,2014,1175.211919
602,algeria,electricity indicators,Cost of electricity,kWh,2014,0.1984
603,algeria,electricity indicators,Electricity price,$/kWh,2014,0.04014
604,algeria,electricity indicators,Electricity Generation - Crude Oil and Oil Products,$/kWh,2014,1.810342144
605,algeria,electricity indicators,Electricity Generation - Natural Gas,%,2014,97.79427789
606,algeria,electricity indicators,Electricity Generation - Coal,%,2014,0
607,algeria,electricity indicators,Electricity Generation - Nuclear,%,2014,0
608,algeria,electricity indicators,Electricity Generation - Renewables,%,2014,0.395379969
609,algeria,electricity indicators,Electricity Generation - Solar,%,2014,0
610,algeria,electricity indicators,Electricity Generation - Wind,%,2014,0
611,algeria,electricity indicators,Electricity Generation - Hydropower,%,2014,0.395379969
612,algeria,electricity indicators,Electricity Generation - Other,%,2014,0
613,algeria,electricity indicators,Access to Electricity,%,2013,100
614,algeria,electricity indicators,Total installed generation capacity,%,2013,
615,algeria,electricity indicators,Total generated electricity,MW,2013,59890
616,algeria,electricity indicators,Electricty imports,GWh,2013,295
617,algeria,electricity indicators,Electricity exports,GWh,2013,384
618,algeria,electricity indicators,Losses,GWh,2013,11023
619,algeria,electricity indicators,Final electricity consumption,GWh,2013,43158
620,algeria,electricity indicators,Electricity consumption per capita,GWh,2013,1130.08641
621,algeria,electricity indicators,Cost of electricity,kWh,2013,0.2157
622,algeria,electricity indicators,Electricity price,$/kWh,2013,0.04012
623,algeria,electricity indicators,Electricity Generation - Crude Oil and Oil Products,$/kWh,2013,6.627149775
624,algeria,electricity indicators,Electricity Generation - Natural Gas,%,2013,92.82184004
625,algeria,electricity indicators,Electricity Generation - Coal,%,2013,0
626,algeria,electricity indicators,Electricity Generation - Nuclear,%,2013,0
627,algeria,electricity indicators,Electricity Generation - Renewables,%,2013,0.551010185
